numberOfAnalystOpinions,sector,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER,target
4.0,7,0,0,61.21,134.67,11.1,0.784,440217.0,2974189568.0,3602189824.0,27.797457,0.721,0.02864,0.16783,0.047670003,0.04098,0.03518,1.38164,4992999936.0,100.869,838000000.0,238000000.0,143000000.0,2.93,407000000.0,8.376,1035000000.0,0.361,1.101,2.202,319000000.0,220124992.0,0.017369727,0.3584,48589933.0,29721490.0,2472341.0,0.0509,6.73,0.08180001,0.01556,0.96442,342200.0,0,470027247.95640326,0,20.890784982935152,1
19.0,9,1,0,202.86,219.69,1.5625,1.145,844562.0,24301148160.0,25513545728.0,6.917647,10.321,0.20742,0.82164,0.34537998,0.32834,0.07588,0.1571,2471977984.0,20.581,2031069056.0,853766016.0,512727008.0,4.26,199320992.0,1.664,1411719040.0,0.743,0.888,29.325,861779968.0,863937728.0,0.0,0.0,119792704.0,119313533.0,2848808.0,0.0238,3.34,0.037100002,0.011080001,1.03759,7000.0,0,48140461.72208013,0,47.61971830985916,0
4.0,7,0,0,208.02,220.02,5.0,1.188,220614.0,3229060096.0,3340025856.0,5.5364223,0.968,0.022130001,0.10541,0.051119998,0.043530002,0.0437,0.12556,3451782912.0,216.013,363844992.0,176458000.0,76375000.0,4.76,22956000.0,1.479,133922000.0,1.284,1.328,37.573,172891008.0,116724752.0,0.0,0.0,15522834.0,15225106.0,611824.0,0.0394,2.5,0.049000002,0.01811,1.01905,8500.0,0,3564314.800521652,0,43.701680672268914,1
11.0,2,0,0,19.63,648.6,15.25,0.823,10508419.0,6032298496.0,7810965504.0,2.5051045,8.408,-2.47074,-0.99263,-2.82998,-3.0954,-0.21927999,-0.54395,928990976.0,3.3,-922144000.0,-2629029120.0,-3056891904.0,-11.3,2825859072.0,9.197,2740926976.0,1.939,2.576,7.836,-2254796032.0,-2090154112.0,0.0,0.0,307300000.0,126930910.0,39292217.0,0.1279,3.11,0.4692,0.010089999,0.74522,6800.0,0,349786495.150587,1,0.0,1
10.0,3,0,0,4.85,55.45,0.453125,1.008,7724146.0,2032635008.0,7734635008.0,0.75287175,1.046,-0.03285,0.34582,0.1114,0.094569996,0.02712,-0.0842,7397000192.0,17.754,2558000128.0,824000000.0,-243000000.0,-0.59,219000000.0,0.523,5920999936.0,0.468,1.119,6.442,161000000.0,124250000.0,0.05833333,1.9574001,419100000.0,390219819.0,38360993.0,0.0915,5.08,0.14850001,0.0052300002,1.04338,23700.0,0,919124485.5634896,1,0.0,1
18.0,7,0,0,17.24,32.82,12.19,1.522,1975940.0,2827139840.0,3488140032.0,1.7800722,0.627,-0.055409998,0.16694,0.02464,0.0070499997,0.00524,-0.28426,5559000064.0,34.995,928000000.0,137000000.0,-308000000.0,-2.22,18000000.0,0.11,679000000.0,1.231,1.345,9.685,7000000.0,-116250000.0,0.0,0.0,163987239.0,134385902.0,11717796.0,0.0715,5.27,0.1999,0.01317,1.07164,7540.0,0,70108415.07485802,1,0.0,1
17.0,6,1,0,71.97,115.8975,0.105469,1.023,2662451.0,14308279296.0,16661877760.0,1.712919,4.118,0.1008,0.6696,0.27513,0.16570999,0.03794,0.050100002,4045700096.0,20.279,2708999936.0,1113100032.0,407800000.0,2.04,124900000.0,0.628,2478299904.0,0.908,2.116,42.016,816300032.0,276212512.0,0.0,0.0,198808921.0,197502746.0,7687009.0,0.0387,2.66,0.0401,0.0061299996,1.03371,16000.0,0,58984670.220868245,0,35.279411764705884,1
6.0,5,0,0,57.15,434.94,1.42,1.729,297562.0,778392192.0,1192725248.0,6.5856185,1.178,-0.053340003,0.96142,0.07085,0.085080005,0.04739,-0.40908,1012155008.0,75.382,973102016.0,71709000.0,-53985000.0,-4.07,149131008.0,10.949,563464000.0,1.159,1.224,8.678,89236000.0,81127504.0,0.0,0.0,13620161.0,13263994.0,643702.0,0.0473,3.04,0.057800002,0.18676001,0.81404996,927.0,0,64930168.2415303,1,0.0,0
3.0,2,0,0,17.42,89.72,1.666667,1.077,934521.0,522233184.0,1039339200.0,0.86340207,0.864,-0.01587,0.34522,0.08884,0.04662,0.01495,-0.03033,1203186944.0,40.174,415366016.0,106892000.0,-20444000.0,-0.69,7801000.0,0.26,524878016.0,0.047,0.504,20.176,104335000.0,108517872.0,0.06511628,1.75,29978942.0,26829954.0,5665597.0,0.189,6.59,0.22729999,0.01727,1.11808,7360.0,0,26014969.07216495,1,0.0,1
7.0,6,0,0,4.53,31.53,1.111,2.076,5977296.0,677337600.0,567291584.0,3.335788,137.093,0.0,0.0,0.0,-52.939293,-0.31260002,-0.57385,4138000.0,0.034,-67646000.0,-103730000.0,-113296000.0,-0.95,117458000.0,0.786,7412000.0,3.772,4.387,1.358,-76408000.0,-33263124.0,0.0,0.0,149522647.0,131929812.0,33035097.0,0.2209,6.98,0.26,0.09305,0.59988,156.0,0,5458026.509572901,1,0.0,0
17.0,2,1,0,31.58,100.5,1.81,1.672,4702587.0,8595792896.0,38791929856.0,2.8903534,2.254,0.03135,0.44951,0.13936,0.086,0.022119999,0.21792,17211652096.0,59.435,7736788992.0,2398681088.0,536368000.0,1.83,2164406016.0,7.952,31591444480.0,1.085,1.218,10.926,2531934976.0,891623488.0,0.0,0.0,272191042.0,204056180.0,24752066.0,0.090900004,5.2,0.147,0.24974,0.71655,60000.0,0,2891400739.52041,0,17.256830601092894,1
9.0,0,0,0,21.05,360.0,1.62,1.229,14947018.0,13529164800.0,13811787776.0,4.783004,9.463,0.13063,0.47022,0.39521,0.29737,0.07635,0.09879,1459632000.0,3.009,686353024.0,576857984.0,190670000.0,0.4,111646000.0,0.174,394268000.0,0.526,1.606,4.401,449441984.0,93526872.0,0.0,0.0,642715694.0,632817872.0,23332347.0,0.0363,1.3,0.0369,0.01016,0.84059995,2116.0,0,89586003.18109521,0,52.625,0
3.0,7,0,0,12.28,38.75,5.233778,0.846,321600.0,433710912.0,548891904.0,0.3411964,0.122,-0.0013799999,0.20579,0.02582,0.021960001,0.01751,-0.00487,4495900160.0,127.363,925200000.0,116100000.0,-6300000.0,-0.18,18000000.0,0.511,134000000.0,1.45,1.516,35.991,114000000.0,147724992.0,0.02446982,0.2586,31955844.0,30442031.0,669014.0,0.019,1.98,0.0219,0.04241,0.89766,5570.0,0,3723153.010474841,1,0.0,1
38.0,1,0,0,671.52,785.0,69.285,1.674,1827089.0,138183884800.0,133782880256.0,20.85142,8.053,0.048520003,0.31728,0.115930006,0.096829996,0.10001001,0.14807999,16613000192.0,81.594,5271000064.0,1926000000.0,806000000.0,4.5,6850999808.0,33.293,2449999872.0,1.215,1.473,32.205,2846000128.0,751374976.0,0.0,0.0,205777761.0,155794343.0,7008938.0,0.0341,4.86,0.044899996,0.24324,0.70252,7691.0,0,76075139.63670237,0,149.22666666666666,1
7.0,2,0,0,169.57,189.51,2.875,0.869,232181.0,11199144960.0,19577843712.0,1.9949647,0.64,0.03129,0.1658,0.04918,0.045440003,0.04923,0.18087,30577500160.0,458.896,5069599744.0,1503699968.0,956800000.0,14.36,155300000.0,2.351,8516299776.0,0.171,0.9,84.999,961100032.0,387775008.0,0.029486498,0.32990003,66044372.0,17803581.0,1552406.0,0.0235,6.98,0.0883,0.21100001,0.77696,28400.0,0,100192940.81106836,0,11.80849582172702,1
19.0,6,1,0,348.77,567.26,20.175,0.59,2215673.0,78535434240.0,74058440704.0,1.7935122,0.391,0.02832,0.26835,0.05013,0.0529,0.04651,0.124180004,189253992448.0,828.608,50787000320.0,9486999552.0,5360000000.0,23.58,34792001536.0,154.509,30186000384.0,1.319,1.445,194.462,6454000128.0,12048000000.0,0.019185478,0.2834,225178304.0,224658142.0,3202284.0,0.014199999,1.59,0.014199999,0.00164,0.93277,104200.0,0,155228272.79365635,0,14.790924512298558,1
5.0,2,0,0,53.05,59.88,23.46,1.394,430268.0,2063882368.0,2759882496.0,1.2685318,0.822,0.03216,0.22393999,0.14384,0.10899,0.052789997,0.06402,3358000128.0,81.308,752000000.0,483000000.0,108000000.0,2.59,347000000.0,8.919,1043000000.0,1.246,1.863,41.82,265000000.0,190250000.0,0.019482952,0.40150002,38904475.0,35818183.0,2598649.0,0.0668,5.65,0.0996,0.02094,1.04101,12700.0,0,24940219.9904352,0,20.482625482625483,1
7.0,9,0,0,4.63,28.42,3.59,1.604,871884.0,422887584.0,730193664.0,0.5848175,2.353,-0.35786998,0.76412004,0.23051001,-0.01485,-0.00281,-0.15909,310367008.0,3.504,237159008.0,71544000.0,-111071000.0,-1.25,162615008.0,1.994,509532992.0,0.685,0.849,7.917,129878000.0,58568752.0,0.0,0.0,86046866.0,65410241.0,6353882.0,0.0738,8.49,0.0851,0.08874,1.06592,465.0,0,64359352.27990401,1,0.0,0
15.0,4,0,0,380.18,7046.703,1.0,1.517,1490625.0,6922257408.0,6519057408.0,19.276949,14.921,0.23987,0.36049,0.22750999,0.21035999,0.05572,0.48106,436900000.0,25.763,157500000.0,99400000.0,104800000.0,6.16,833000000.0,45.75,429800000.0,1.792,2.594,19.722,114000000.0,118937504.0,0.0,0.0,17488642.0,16836974.0,4041329.0,0.222,2.86,0.2333,0.045100003,0.84822,322.0,0,21792921.61038434,0,61.71753246753247,0
9.0,0,0,0,12.9,58.08,3.06,1.631,3566104.0,1931108096.0,5842107904.0,8.149084,0.999,-0.07043,0.18341999,0.11350001,0.04458,0.02977,-0.8527,5849999872.0,39.02,1073000000.0,664000000.0,-412000000.0,-2.74,502000000.0,3.353,4410999808.0,0.789,1.676,1.583,258000000.0,99250000.0,0.06090116,5.5556,149698300.0,141503815.0,13540489.0,0.090500005,4.32,0.133,0.00464,1.01132,6000.0,0,2786481243.209097,1,0.0,1
6.0,6,0,0,23.78,67.66,6.67,0.75,498368.0,1105652992.0,1529398912.0,1.4595226,2.116,0.1864,0.4986,0.32757,0.24186,0.07309,0.18316999,722678976.0,15.12,360329984.0,236730000.0,134708000.0,2.67,231751008.0,4.984,655497024.0,2.139,3.293,16.293,159655008.0,84179872.0,0.0,0.0,46495077.0,35345558.0,3977178.0,0.0855,8.17,0.1718,0.24014,0.71583,2028.0,0,40231818.81789726,0,8.906367041198502,1
5.0,9,0,0,48.75,59.71,1.42,1.05,872442.0,5030613504.0,5796701696.0,3.6178107,3.409,0.14762999,0.50276,0.22715001,0.099580005,0.06729,0.1909,1700612992.0,16.216,854996992.0,386300992.0,251054000.0,2.36,189696992.0,1.838,955785024.0,0.759,1.478,13.475,308508000.0,285156000.0,0.0,0.0,103192071.0,102069341.0,2957483.0,0.0287,3.07,0.0423,0.01155,1.00913,3103.0,0,70930242.96846011,0,20.65677966101695,0
15.0,6,1,0,23.09,95.19,2.898344,0.577,7502606.0,11859510272.0,19871510528.0,1.6197826,1.825,-0.01424,0.38844,0.18729,0.15445,0.02734,-0.03213,10887000064.0,21.284,4228999936.0,2039000064.0,-247000000.0,-0.48,1686000000.0,3.283,9724999680.0,1.209,2.296,14.255,765000000.0,1707250048.0,0.034828037,3.0769,513621061.0,511458716.0,27234805.0,0.053000003,4.06,0.0798,0.0037099998,1.02092,38000.0,0,682216743.5987372,1,0.0,1
18.0,5,1,0,267.935,290.79,7.78,0.427,1948660.0,96558465024.0,98232967168.0,3.4739006,15.271,0.58587,1.0,0.70685995,0.66874003,0.01737,0.13612,6432699904.0,17.89,6432699904.0,4546999808.0,3721400064.0,10.34,2098899968.0,5.824,3773400064.0,0.019,1.019,77.128,4196000000.0,2922299904.0,0.018285017,1.0261,360377042.0,358794507.0,4126036.0,0.0114,2.16,0.0115,0.00451,0.91460997,3760.0,0,48923867.64858417,0,25.91247582205029,1
2.0,7,0,0,7.25,76.68,0.3125,1.463,209407.0,149214192.0,424245216.0,0.5878061,0.685,-0.16178,0.22553,0.07422,0.03744,0.00949,-0.30341998,619580032.0,31.323,139734000.0,45988000.0,-170194000.0,-8.65,12427000.0,0.604,100378000.0,1.21,2.759,12.334,50547000.0,38337124.0,0.0,0.0,20581269.0,17163749.0,627144.0,0.0305,2.74,0.0315,0.04612,0.82206,1600.0,0,8138316.84773796,1,0.0,1
8.0,2,0,0,39.62,185.0,0.424326,1.326,1378435.0,882285632.0,2022251648.0,1.910871,0.58,0.013309999,0.32953,0.05664,0.02323,0.021710001,0.10285,3483684096.0,156.556,1147986944.0,197326000.0,46379000.0,2.06,39643000.0,1.78,1179608960.0,0.14,0.5,20.734,218899008.0,24729376.0,0.024975024,0.48540002,22268694.0,19259748.0,5024417.0,0.22559999,2.85,0.3744,0.008,1.1743699,76730.0,0,56892493.48895533,0,19.233009708737864,1
8.0,1,0,0,47.24,74.71,10.22,1.106,1054492.0,7890875392.0,14522874880.0,2.230933,2.591,0.16985,0.76521003,0.43335998,0.25,0.06179,0.28265,5605000192.0,33.033,4288999936.0,2428999936.0,955000000.0,5.65,1283000064.0,7.681,7953999872.0,0.606,0.889,21.175,1680999936.0,1617250048.0,0.080731966,0.3101,167038000.0,95731148.0,2652056.0,0.0159,2.3,0.0275,0.42381,0.43433,14000.0,0,375631635.0413223,0,8.361061946902655,1
4.0,10,0,0,31.68,41.79,10.49,0.91,1035551.0,6263902720.0,16560362496.0,2.0195067,11.564,0.05307,0.64316005,0.74022,0.22194,0.00962,-0.02001,1432000000.0,12.084,921000000.0,1060000000.0,76000000.0,0.65,281000000.0,2.384,9376000000.0,0.616,1.423,15.687,779000000.0,467249984.0,0.053087186,2.6318,83263747.0,116735366.0,4035046.0,0.0342,3.97,0.070300005,0.0139,0.92657,60.0,0,597692356.7285013,0,48.738461538461536,0
8.0,7,0,0,54.22,61.95,7.135,1.639,559564.0,1719204736.0,1637631616.0,7.6940546,1.152,0.08156,0.19473,0.11102,0.12715,0.17198999,0.64537,1420946048.0,44.382,276704992.0,157756992.0,115886000.0,3.49,173066000.0,5.458,91493000.0,0.849,1.578,7.047,166448000.0,123657000.0,0.0,0.0,31707943.0,31393400.0,4541160.0,0.1432,10.0,0.16700001,0.00703,1.1397,1945.0,0,12983255.28593728,0,15.535816618911172,0
8.0,2,0,0,61.8,75.49,6.39,1.614,1187907.0,6108510208.0,8162722816.0,1.0100515,0.971,0.10717,0.24704,0.16083,0.14543,0.08846,0.15628,8403420160.0,82.373,2076012032.0,1351521024.0,900622016.0,8.65,130174000.0,1.317,2173785088.0,0.358,7.614,61.185,525412000.0,493459872.0,0.0,0.0,98843205.0,98220493.0,3723338.0,0.0377,3.39,0.0525,0.02955,1.00664,3000.0,0,35528072.04380158,0,7.144508670520231,0
9.0,9,0,0,8.37,173.33333,0.666667,0.443,109135.0,229547312.0,236581328.0,1.1790392,1.892,-0.12493,0.6808,0.0892,-0.15443,-0.01726,-0.08018,125074000.0,4.665,85151000.0,11157000.0,-15626000.0,-0.58,66000000.0,2.407,73034000.0,0.338,1.273,7.099,16258000.0,-2117125.0,0.0,0.0,27425009.0,25339063.0,906890.0,0.033099998,8.1,0.0422,0.10402001,0.79393995,621.0,0,10287927.877165798,1,0.0,0
9.0,7,0,0,97.75,119.95,0.515625,1.295,295909.0,2938079744.0,3536373760.0,2.254798,2.217,0.19694,0.24188,0.20806,0.16407,0.06889,0.27277002,1594765952.0,53.274,385744992.0,331812992.0,314065984.0,10.45,897000.0,0.03,599190976.0,1.193,1.731,43.352,503648000.0,143719504.0,0.007153652,0.0679,30057082.0,29464056.0,917448.0,0.0305,3.75,0.046,0.01785,1.04924,3684.0,0,13821530.171618382,0,9.354066985645934,0
18.0,7,1,0,108.83,131.60918,4.099123,1.344,4567596.0,71216766976.0,83345768448.0,4.4987807,3.561,0.09533,0.36360002,0.17054,0.13665,0.046329997,0.11653,23402000384.0,35.433,8509000192.0,3991000064.0,1990000000.0,3.0,731000000.0,1.117,11644999680.0,0.558,0.959,24.191,3367000064.0,2728624896.0,0.013532047,0.49330002,654385440.0,651826793.0,22980792.0,0.035099998,5.67,0.0463,0.00236,0.92829,94000.0,0,481377358.52176434,0,36.27666666666666,1
18.0,7,1,0,102.76,115.0,65.51,1.142,1277257.0,25501009920.0,26812008448.0,9.610025,5.0,0.16654,0.59884,0.2473,0.2283,0.119610004,0.41219002,5361999872.0,21.643,3211000064.0,1326000000.0,893000000.0,3.58,1559000064.0,6.282,2862000128.0,1.911,2.316,10.693,1005000000.0,777124992.0,0.004121283,0.1173,248160850.0,247537966.0,3544161.0,0.0143,2.58,0.0162,0.00139,0.96581,17000.0,0,267651746.75021043,0,28.70391061452514,1
20.0,9,0,0,51.08,348.495,23.61,1.424,3557218.0,5191189504.0,4758475264.0,1.3443521,3.254,0.01627,0.84288,-0.00387,-0.05804,-0.00524,0.0059100003,1462569984.0,14.122,1232765056.0,-5667000.0,23799000.0,-0.07,2218456064.0,21.829,1785741952.0,0.644,1.578,37.996,350644000.0,240079872.0,0.0,0.0,101628611.0,83377129.0,12354939.0,0.1216,2.87,0.1895,0.10954001,0.95663,2364.0,0,46998156.43751974,1,0.0,1
22.0,4,0,0,35.97,496.8,2.1,0.973,3172900.0,9245632512.0,15821632512.0,0.89085376,1.767,0.06647,0.5143,0.49508,0.23126,0.06837,0.05747,8952000512.0,34.365,4604000256.0,4432000000.0,595000000.0,2.27,20000000.0,0.078,6595999744.0,0.399,0.433,40.377,3928000000.0,-1010750016.0,0.032930847,0.5286,257037322.0,255461683.0,6778399.0,0.026400002,2.11,0.0347,0.00506,0.89303,1623.0,0,163360322.5598732,0,15.845814977973568,0
13.0,9,0,0,70.16,98.3,0.8125,1.656,2503890.0,9604593664.0,9519335424.0,13.956635,19.482,0.06475,0.66700995,0.14023,0.05006,0.0234,0.04566,488631008.0,3.552,325920000.0,68519000.0,31639000.0,0.23,107156000.0,0.783,21898000.0,2.286,3.711,5.027,159856992.0,136467248.0,0.0,0.0,136895573.0,134742206.0,11791204.0,0.0861,4.23,0.14140001,0.01437,1.1923699,1110.0,0,4356077.183210663,0,305.0434782608696,0
2.0,4,0,0,4.53,24500.0,0.16,0.546,228907.0,155646928.0,187669536.0,2.1237695,2.186,0.01716,0.42523,0.31035998,0.085889995,0.01798,0.01926,85840000.0,2.589,36502000.0,26641000.0,1106000.0,0.03,2507000.0,0.074,37566000.0,0.633,0.812,2.133,33052000.0,9896750.0,0.10572687,16.0,34359146.0,30066298.0,1419754.0,0.041300002,5.56,0.0458,0.10317001,0.57300997,11.0,0,17611814.34599156,0,151.0,1
9.0,1,1,0,77.52,107.0,1.375,0.97,3643476.0,15017398272.0,19836098560.0,3.3470056,1.247,0.08668,0.18574,0.16043,0.14792,0.051909998,0.28959,15910800384.0,81.24,2955200000.0,2552499968.0,1379200000.0,6.99,3300400128.0,17.037,7110300160.0,0.733,0.922,23.161,1916999936.0,1729062528.0,0.036264732,0.40060002,193722889.0,191473766.0,30132354.0,0.1555,8.63,0.17879999,0.0118700005,1.16665,74900.0,0,306994523.5525236,0,11.090128755364804,1
5.0,2,0,0,31.96,47.78,5.89,1.305,1026871.0,2796708096.0,3273464064.0,0.8500678,0.81,0.09049,0.23357001,0.12716,0.09951,0.06426,0.11375,4041884928.0,44.031,944083008.0,513959008.0,365756000.0,3.93,622641984.0,7.115,1099265024.0,2.043,11.954,37.597,422752000.0,370423616.0,0.0,0.0,87506511.0,85111458.0,4539140.0,0.0519,4.49,0.081999995,0.02713,1.0234,1750.0,0,29238104.74239966,0,8.132315521628499,1
21.0,6,1,1,74.05,94.8,53.0,1.276,3500626.0,33808420864.0,41028419584.0,3.4811022,2.055,0.11219,0.41564,0.184,0.1462,0.05766,0.25798,19967000576.0,43.739,8298999808.0,3673999872.0,2240000000.0,4.88,3736999936.0,8.185,10716000256.0,0.832,1.16,21.272,1995000064.0,1583000064.0,0.0018397385,0.026600001,456562037.0,455228876.0,7942010.0,0.0174,2.13,0.023,0.00274,0.87848,53000.0,0,503760824.370064,0,15.174180327868852,0
23.0,6,0,0,22.51,181.83,2.7,0.5,10845331.0,2356165376.0,2763683584.0,1.6202404,1.114,-0.02335,0.22774,0.016180001,0.18913001,-0.00016000001,-0.04761,2481530880.0,25.645,565137984.0,40147000.0,-57956000.0,-0.68,800139008.0,8.189,1364292992.0,1.532,2.888,13.893,-300752992.0,-257104000.0,0.0,0.0,104671937.0,87646022.0,19618972.0,0.1874,3.32,0.2173,0.04664,0.80728996,1372.0,0,98200028.21564816,1,0.0,1
6.0,9,0,0,30.1,46.45,6.2,2.477,922575.0,1501973760.0,1420270720.0,6.9515014,6.548,-0.21659,0.21178,-0.1456,-0.06862,-0.10130999,-0.20627001,216912992.0,4.441,45937000.0,-31583000.0,-46981000.0,-0.97,113700000.0,2.279,31997000.0,4.277,5.634,4.33,-10909000.0,-3838875.0,0.0,0.0,49899461.0,48018251.0,2107101.0,0.0422,2.26,0.0438,0.06176,0.85883003,800.0,0,7389607.390300231,1,0.0,0
16.0,9,1,0,48.66,65.63677,23.528076,1.128,3811157.0,16463447040.0,19615145984.0,1.5851196,3.191,0.12507,0.59778,0.26638,0.17329,0.0385,0.0736,6147899904.0,17.893,3675099904.0,1637699968.0,768899968.0,2.22,1832700032.0,5.417,4977299968.0,0.77,0.983,30.698,1514099968.0,1328925056.0,0.0065721916,0.1441,338336345.0,319595895.0,8543419.0,0.0253,2.25,0.0334,0.0032600001,1.00874,18000.0,0,162137597.49820834,0,21.91891891891892,1
